index,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
678,Life,printed cotton blend wide neck womens a-line dress - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",849,50% off,Westernwear-Women
679,Kraus,baggy fit ankle length cotton womens jeans - light blue,"Size:28,30,32,34","Rs
2095",1466,30% off,Westernwear-Women
680,Life,printed sleeveless rayon blend womens ankle length jumpsuit - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",849,50% off,Westernwear-Women
681,Life,solid cotton blend wide neck womens a-line dress - mid stone,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",849,50% off,Westernwear-Women
683,Life,solid denim wide neck womens a-line dress - mid stone,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",849,50% off,Westernwear-Women
684,Allen solly,textured regular fit polyester womens formal wear trousers - ltgrey,"Size:30,32,36","Rs
1999",1199,40% off,Westernwear-Women
685,Kraus,solid tencel comfort fit womens casual trousers - red mix,"Size:28,30,32,34,36","Rs
1595",797,50% off,Westernwear-Women
686,Van heusen,printed polyester collar neck womens formal shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",999,41% off,Westernwear-Women
687,Allen solly,printed polyester cotton round neck womens regular top - black,"Size:Large,Medium,X-Large","Rs
1699",1019,40% off,Westernwear-Women
688,Zink london,stripes round neck cotton womens straight dress - multi,"Size:Large,Small,X-Small","Rs
2299",1379,40% off,Westernwear-Women
689,Sera,womens black and white printed two-piece dress - black,"Size:Large,Medium,Small,X-Large","Rs
1894",947,50% off,Westernwear-Women
690,Spykar,regular fit regular cotton lycra womens jeans - black,"Size:26,28,30,32,34,36","Rs
1899",1329,30% off,Westernwear-Women
691,Rare,textured polyester mandarin womens peplum top - green,"Size:Large,Medium,Small,X-Large","Rs
1299",584,55% off,Westernwear-Women
692,And,solid polyester round neck womens straight top - red,"Size:8,10,12,14,16,18","Rs
1699",1359,20% off,Westernwear-Women
694,Van heusen,stripes cotton round neck womens casual shirt - light blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1899",999,47% off,Westernwear-Women
695,Infuse,printed polyester round neck womens regular fit woven top - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",319,60% off,Westernwear-Women
696,Zink london,solid polyester blend regular fit womens pants - navy,"Size:Large,Medium,Small,X-Large","Rs
1999",1199,40% off,Westernwear-Women
697,Stop,solid cotton round neck womens regular top - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
698,Madame,printed georgette boat neck womens regular top - peach,"Size:Large,Medium,X-Large,XX-Large","Rs
1899",1329,30% off,Westernwear-Women
699,Kraus,skinny fit ankle length cotton blend womens jeans - grey,"Size:28,30,32,34,36,38","Rs
1795",1615,10% off,Westernwear-Women
700,Zink london,solid v neck polyester womens a-line dress - pink,"Size:Large,Medium,Small,X-Large","Rs
2299",1379,40% off,Westernwear-Women
701,Zink london,solid relaxed viscose blend womens casual wear joggers - green,"Size:Large,X-Large","Rs
2499",1499,40% off,Westernwear-Women
702,Altlife,printed cotton regular neck womens regular dress - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",499,50% off,Westernwear-Women
703,Zink london,floral round neck polyester womens a-line dress - white,"Size:Large,Medium,Small,X-Large","Rs
2799",1399,50% off,Westernwear-Women
704,Fratini,printed viscose v-neck womens regular top - black mix,"Size:Large,Medium,Small,XX-Large","Rs
899",449,50% off,Westernwear-Women
705,Only,solid cotton womens top - white,"Size:34,36,38,40,42","Rs
2499",1749,30% off,Westernwear-Women
706,Rare,solid polyester choker neck womens regular top - orange,"Size:Large,Medium,Small,X-Large","Rs
1199",539,55% off,Westernwear-Women
707,Life,printed round neck viscose womens regular top - sage,"Size:Large,Medium,Small,X-Large,X-Small","Rs
799",399,50% off,Westernwear-Women
708,Zink london,solid viscose blend v neck womens dress - purple,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2699",1619,40% off,Westernwear-Women
709,Allen solly,solid polyester v neck womens top - rust,"Size:Large,Medium,Small,X-Large","Rs
1299",779,40% off,Westernwear-Women
710,Infuse,solid polyester round neck womens regular fit top - white,"Size:Large,Medium,X-Large","Rs
699",419,40% off,Westernwear-Women
711,Life,solid denim collar neck womens denim jacket - olive,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1899",949,50% off,Westernwear-Women
712,Infuse,graphic cotton round neck womens regular fit t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
799",239,70% off,Westernwear-Women
713,Allen solly,solid polyester v neck womens shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",1359,20% off,Westernwear-Women
715,Rare,stripes polyester v neck womens regular top - mustard,"Size:Large,Medium,Small","Rs
1399",559,60% off,Westernwear-Women
716,Faballey,solid collar neck crepe womens straight fit maxi dress - blue,"Size:Small,X-Small","Rs
2400",1200,50% off,Westernwear-Women
717,Life,printed viscose collar neck womens regular top - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
718,Zink london,checks polyester v neck womens dress - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2599",1559,40% off,Westernwear-Women
719,Rare,solid v-neck polyester womens fit and flare dress - navy,"Size:Large,Medium,Small,X-Large","Rs
2399",1079,55% off,Westernwear-Women
720,Stop,printed viscose regular neck womens top - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Westernwear-Women
721,Allen solly,solid polyester cotton mandarin womens formal wear shirt - yellow,"Size:Medium,Small","Rs
1699",1019,40% off,Westernwear-Women
722,Latin quarters,dyed polyester womens regular knit top - blue,"Size:S,M,L,XL","Rs
1399",499,64% off,Westernwear-Women
723,Life,regular fit regular length denim womens shorts - pink,"Size:26,28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
724,Van heusen,checks regular fit polyester womens formal pants - mid blue,"Size:26,28,30,32,34","Rs
1999",1499,25% off,Westernwear-Women
725,Only,mid wash cotton relaxed fit womens jeans - blue,"Size:25,26,27,28,29,30,31,32","Rs
3999",3199,20% off,Westernwear-Women
726,Insense,embroidered regular neck cotton blend womens sweatshirt - powder blue,"Size:Large,Medium,Small,X-Small","Rs
999",499,50% off,Westernwear-Women
727,Dolce crudo,womens best outfit ever turtle neck jacket - multi,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2599",779,70% off,Westernwear-Women
728,Only,solid cotton regular womens t-shirt - natural,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",899,50% off,Westernwear-Women
729,Indya,embroidered sleeveless georgette womens ankle length jumpsuit - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3200",1600,50% off,Westernwear-Women
730,And,solid linen v neck womens regular top - blue,"Size:8,10,12,14,16","Rs
2099",1679,20% off,Westernwear-Women
731,Rare,solid sleeveless polyester womens calf length jumpsuits - green,"Size:Large,Medium,X-Large","Rs
2099",944,55% off,Westernwear-Women
733,Only,stripes cotton round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",779,40% off,Westernwear-Women
734,Madame,solid cotton high neck womens top - natural,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1799",1079,40% off,Westernwear-Women
735,Altlife,solid cotton round neck womens active wear t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
399",199,50% off,Westernwear-Women
736,Latin quarters,printed v-neck polyester blend womens regular dress - ivory,"Size:S,M,L,X-Small","Rs
2499",1749,30% off,Westernwear-Women
737,Cover story,printed v neck cotton womens dresses - black,"Size:Large,Medium,Small,X-Small","Rs
2590",1813,30% off,Westernwear-Women
738,Zink london,polyester women regular dress - green,"Size:Large,X-Large,XX-Large","Rs
3999",1599,60% off,Westernwear-Women
739,Rare,printed georgette off shoulder womens blouson top - rust,"Size:Large,Medium,Small,X-Large","Rs
999",499,50% off,Westernwear-Women
740,Life,printed viscose round neck womens regular dress - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1899",949,50% off,Westernwear-Women
741,Only,printed cotton round neck womens t-shirt - black,"Size:Large,Medium,Small,X-Small","Rs
1699",1019,40% off,Westernwear-Women
742,Stop,printed cotton blend v-neck womens regular top - black,"Size:Large,Medium,Small,X-Large","Rs
999",499,50% off,Westernwear-Women
743,Only,printed loose fit viscose nylon womens casual pants - natural,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2499",1499,40% off,Westernwear-Women
745,Rare,floral polyester v neck womens flared dress - black,"Size:Large,Medium,Small,X-Large","Rs
2099",839,60% off,Westernwear-Women
746,Vero moda,printed cotton blend round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large","Rs
999",499,50% off,Westernwear-Women
747,Van heusen,printed polyester cotton v neck womens formal wear shirt - mid blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",999,41% off,Westernwear-Women
749,Life,solid viscose blend round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
750,Life,solid denim collar neck womens denim jacket - lilac,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1899",949,50% off,Westernwear-Women
751,Only,lace cotton womens t-shirt - green,"Size:Medium,Small,X-Large,X-Small","Rs
2299",1839,20% off,Westernwear-Women
752,Forever new,floral polyester v neck womens dress - print,"Size:6,8,10,12,14","Rs
7000",4900,30% off,Westernwear-Women
753,Life,solid cotton square neck womens regular fit top - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
754,Kraus,skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,34,36,38","Rs
1895",947,50% off,Westernwear-Women
755,Altlife,solid skinny fit womens active wear tights - black,"Size:28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
756,Cover story,printed viscose sweetheart neck womens top - red,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1590",1113,30% off,Westernwear-Women
757,Life,embroidered blended square neck womens top - sage,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
758,Kraus,light wash cotton straight fit womens jeans - blue,"Size:28,30,32,34,36","Rs
1895",1705,10% off,Westernwear-Women
760,Only,solid viscose mandarin womens blouson dress - yellow,"Size:34,36,38,40,42","Rs
3799",1899,50% off,Westernwear-Women
761,Infuse,solid collar neck rayon womens casual wear shirt - peach,"Size:Medium,Small","Rs
999",499,50% off,Westernwear-Women
762,Van heusen,solid polyester regular fit womens jacket - black,Size:Small,"Rs
4799",1499,69% off,Westernwear-Women
763,Latin quarters,dyed round neck rayon womens regular dress - coral,"Size:S,M,L,X-Small","Rs
2299",799,65% off,Westernwear-Women
764,Life,printed cotton blend collar neck womens bodycon dress - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",749,50% off,Westernwear-Women
765,Faballey,printed georgette sweetheart neck womens regular top - peach,"Size:Large,X-Large","Rs
1400",1120,20% off,Westernwear-Women
766,Fratini,printed collar neck viscose womens regular dress - blush,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
767,And,printed polyester v neck womens regular dress - gold,"Size:8,10,12,14,16,18","Rs
3899",3119,20% off,Westernwear-Women
768,Zink london,floral square neck viscose womens a-line dress - off white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",1799,40% off,Westernwear-Women
769,And,floral linen square neck womens straight dress - multi,"Size:8,10,12,14,16,18","Rs
3099",2479,20% off,Westernwear-Women
770,Kraus,solid comfort fit tencel womens casual wear trousers - air force,"Size:28,30,32,34","Rs
1595",1116,30% off,Westernwear-Women
771,Altlife,solid cotton round neck womens active wear t-shirt - lilac,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
399",199,50% off,Westernwear-Women
772,Van heusen,textured regular fit polyester womens pants - black,"Size:26,28,30,32,34","Rs
2199",999,55% off,Westernwear-Women
773,Van heusen,solid polyester cotton round neck womens formal blazer - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3999",1499,63% off,Westernwear-Women
774,Kraus,mom fit ankle length cotton womens jeans - light blue,Size:30,"Rs
1895",1705,10% off,Westernwear-Women
775,Kraus,mom fit ankle length cotton womens jeans - blue,"Size:28,30,32","Rs
1895",1705,10% off,Westernwear-Women
776,Altlife,printed polyester blend regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
599",299,50% off,Westernwear-Women
777,Zink london,embellished short sleeves polyester womens jumpsuit - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3499",2099,40% off,Westernwear-Women
779,Kraus,flare fit full length cotton blend womens jeans - black,"Size:28,30,32,34,36,38","Rs
1795",1615,10% off,Westernwear-Women
780,Sera,regular fit above knee polyester womens casual shorts - burgundy,"Size:Large,Medium,Small,X-Large","Rs
1294",388,70% off,Westernwear-Women
782,Life,printed v-neck viscose rayon womens regular fit dress - mustard,"Size:Large,Medium,Small,X-Small","Rs
1699",849,50% off,Westernwear-Women
783,Life,womens cotton lycra solid sport tights - black,"Size:28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
784,Only,solid cotton regular fit womens pants - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3499",2449,30% off,Westernwear-Women
785,Life,printed collared neck rayon womens casual shirt - blue,"Size:Medium,X-Small","Rs
699",349,50% off,Westernwear-Women
786,Life,regular fit regular length denim womens jeans - lilac,"Size:26,28,30,32","Rs
1899",949,50% off,Westernwear-Women
787,Vero moda,solid square neck viscose womens top - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",899,50% off,Westernwear-Women
788,Life,solid round neck rayon womens woven top - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
789,Cover story,regular fit knee length cotton poly spandex womens casual skirt - pink,"Size:26,28,30,32,34","Rs
1290",690,47% off,Westernwear-Women
790,Adidas,solid slim fit cotton womens casual wear track pants - black,"Size:Medium,Small,X-Large,X-Small","Rs
1999",1399,30% off,Westernwear-Women
792,Faballey,embellished square neck polyester blend womens regular dresses - green,"Size:Large,Medium,X-Large","Rs
2100",1680,20% off,Westernwear-Women
793,Zink london,printed cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large","Rs
1299",399,69% off,Westernwear-Women
794,Life,solid polyester round neck womens regular fit top - navy,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
795,Forever new,printed polyester round neck womens dress - green,"Size:6,8,12","Rs
8400",5880,30% off,Westernwear-Women
796,And,solid polyester regular fit womens pants - black,"Size:28,30,32,36,38","Rs
2199",1979,10% off,Westernwear-Women
797,Vero moda,solid short sleeves viscose womens regular length jumpsuit - purple,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3499",1749,50% off,Westernwear-Women
798,Allen solly,checks polyester regular neck womens blazer - ltgrey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3499",2799,20% off,Westernwear-Women
799,Indya,shraddha kapoor for indya oxblood chikankari angrakha maxi tunic - maroon,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
4000",2000,50% off,Westernwear-Women
800,Stop,solid viscose regular neck womens top - off white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
801,Latin quarters,dyed round neck linen womens regular dress - natural,"Size:S,M,L,X-Small","Rs
2499",799,68% off,Westernwear-Women
802,Sera,printed round neck viscose womens fit and flare dress - black,Size:X-Large,"Rs
1494",747,50% off,Westernwear-Women
803,Stop,solid polyester blend round neck womens regular top - black,"Size:Large,Medium,Small,X-Large","Rs
999",499,50% off,Westernwear-Women
